player_id,fixture_id,gameweek,kickoff_time,was_home,opponent_team_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,fmmp,winning_goals,won_tackle,accurate_pass,clearances_blocks_interceptions,shot_target,big_chance_created,big_chance_missed,performance_index,total_points,value,selected,transfers_in,transfers_out,transfers_balance
676,166,18,2026-01-28T17:30:00Z,False,4,Al Fayha,3,1,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,1,45,0,0,0,0
676,175,19,2026-02-03T17:30:00Z,True,14,Al Qadsiah,0,1,False,21,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8,3,0,0,0,49,1,45,0,0,0,0
676,180,20,2026-02-07T15:30:00Z,False,12,Al Taawoun,1,1,False,32,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,2,0,0,0,30,1,45,0,0,0,0
676,195,21,2026-02-14T13:55:00Z,False,10,Al Riyadh,1,1,False,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,2,0,0,0,49,1,45,1,1,0,1
676,202,22,2026-02-21T19:00:00Z,True,16,NEOM S.C.,0,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0
676,86,23,2026-02-24T19:00:00Z,True,15,Al Kholood,2,3,False,45,0,0,0,2,0,0,0,0,0,0,0,0,0,1,27,4,0,0,0,48,1,45,1,0,0,0
676,211,24,2026-02-27T19:00:00Z,False,7,Al Ittihad,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,0,0,0
676,220,25,2026-03-06T19:00:00Z,True,17,Al Hazem,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0
676,229,26,2026-03-14T19:00:00Z,True,9,Al Nassr,0,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,2,0,0,0
676,238,27,2026-04-03T16:00:00Z,False,15,Al Kholood,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,3,0,0,0
676,253,29,2026-04-24T15:45:00Z,False,3,Al Fateh,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,4,0,0,0
676,263,30,2026-04-28T18:00:00Z,True,18,Al Najmah,3,1,False,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,33,1,45,4,0,0,0
676,278,31,2026-05-02T16:10:00Z,False,13,Damac,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,6,2,0,2
676,248,31,2026-05-05T18:00:00Z,True,5,Al Hilal,1,2,False,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,51,1,45,6,2,0,2
676,283,32,2026-05-09T15:55:00Z,True,6,Al Ettifaq,0,5,False,18,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,33,1,45,5,0,1,-1
676,293,33,2026-05-16T16:05:00Z,False,2,Al Okhdood,3,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,5,0,0,0
676,301,34,2026-05-20T18:00:00Z,True,1,Al Ahli,1,4,False,60,0,0,0,3,0,0,0,0,0,0,0,0,0,3,23,2,0,0,0,31,3,45,5,0,0,0
