player_id,fixture_id,gameweek,kickoff_time,was_home,opponent_team_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,fmmp,winning_goals,won_tackle,accurate_pass,clearances_blocks_interceptions,shot_target,big_chance_created,big_chance_missed,performance_index,total_points,value,selected,transfers_in,transfers_out,transfers_balance
227,4,1,2025-08-29T15:50:00Z,True,10,Al Riyadh,2,0,False,90,0,0,1,0,0,0,0,0,0,2,0,0,0,0,17,5,0,0,0,86,8,50,35952,0,0,0
227,10,2,2025-09-13T18:00:00Z,True,14,Al Qadsiah,2,2,False,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,16,8,0,0,0,55,1,50,47165,1905,1541,364
227,21,3,2025-09-19T18:00:00Z,False,1,Al Ahli,3,3,False,90,0,0,0,3,0,0,0,0,0,3,0,0,0,0,21,15,0,0,0,41,2,50,47333,525,1616,-1091
227,27,4,2025-09-25T18:00:00Z,True,2,Al Okhdood,3,1,False,90,0,0,0,1,0,0,0,0,0,1,0,0,0,0,10,2,0,0,0,69,2,50,48995,1076,1100,-24
227,37,5,2025-10-18T14:45:00Z,False,6,Al Ettifaq,0,5,False,90,0,0,1,0,0,0,0,0,0,1,0,0,0,0,15,7,0,0,0,90,7,50,48406,417,1406,-989
227,49,6,2025-10-24T18:00:00Z,False,7,Al Ittihad,0,2,False,90,0,0,1,0,0,0,0,0,0,4,2,0,0,0,19,9,0,0,0,84,11,50,47744,227,1143,-916
227,57,7,2025-10-31T14:50:00Z,True,11,Al Shabab,1,0,False,90,0,0,1,0,0,0,0,0,0,3,2,0,0,0,21,10,0,0,0,85,11,50,48402,486,573,-87
227,63,8,2025-11-07T17:30:00Z,False,18,Al Najmah,2,4,False,90,0,0,0,2,0,0,0,0,0,2,0,0,0,0,11,5,0,0,0,37,2,50,50717,1481,336,1145
227,75,9,2025-11-22T14:40:00Z,True,3,Al Fateh,2,1,False,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16,2,0,0,0,64,2,50,51293,430,582,-152
227,92,10,2025-12-26T17:30:00Z,True,8,Al Khaleej,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50,47118,145,5239,-5094
