player_id,fixture_id,gameweek,kickoff_time,was_home,opponent_team_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,fmmp,winning_goals,won_tackle,accurate_pass,clearances_blocks_interceptions,shot_target,big_chance_created,big_chance_missed,performance_index,total_points,value,selected,transfers_in,transfers_out,transfers_balance
38,306,1,2025-08-28T16:05:00Z,False,13,Damac,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,36,0,0,0
38,11,2,2025-09-12T15:35:00Z,False,11,Al Shabab,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,42,1,0,1
38,25,3,2025-09-20T15:40:00Z,True,3,Al Fateh,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,51,5,4,1
38,34,4,2025-09-26T15:35:00Z,True,1,Al Ahli,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,60,5,2,3
38,41,5,2025-10-18T15:15:00Z,False,2,Al Okhdood,1,2,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,59,0,2,-2
38,51,6,2025-10-25T18:00:00Z,True,9,Al Nassr,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,59,0,1,-1
38,56,7,2025-10-31T17:30:00Z,False,6,Al Ettifaq,2,2,False,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,45,58,0,1,-1
38,66,8,2025-11-06T14:55:00Z,True,8,Al Khaleej,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,59,1,0,1
38,77,9,2025-11-21T14:50:00Z,False,15,Al Kholood,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,58,0,1,-1
38,91,10,2025-12-25T14:50:00Z,False,4,Al Fayha,0,0,False,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,45,60,1,0,1
38,105,11,2025-12-29T17:30:00Z,False,10,Al Riyadh,1,2,False,72,0,0,0,1,0,0,0,0,0,0,0,0,0,1,25,13,0,0,0,35,4,45,60,0,0,0
38,113,12,2026-01-04T15:05:00Z,True,16,NEOM S.C.,1,2,False,71,0,0,0,1,0,0,0,0,0,0,0,0,0,1,13,3,0,0,0,24,2,45,60,0,1,-1
38,119,13,2026-01-08T14:55:00Z,False,5,Al Hilal,3,0,False,16,0,0,0,1,0,0,0,0,0,0,0,0,0,1,8,2,0,0,0,44,1,45,60,0,0,0
38,129,14,2026-01-12T15:10:00Z,True,18,Al Najmah,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,61,0,0,0
38,137,15,2026-01-18T15:15:00Z,True,14,Al Qadsiah,1,5,False,22,0,0,0,3,0,0,0,0,0,0,0,0,0,1,12,2,0,0,0,23,1,45,61,0,0,0
38,144,16,2026-01-22T15:15:00Z,False,12,Al Taawoun,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,61,0,0,0
38,155,17,2026-01-26T15:20:00Z,True,13,Damac,2,1,False,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,45,60,1,2,-1
38,167,18,2026-01-29T17:30:00Z,True,11,Al Shabab,0,4,False,45,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,4,0,0,0,46,1,45,60,1,1,0
38,172,19,2026-02-01T17:30:00Z,False,3,Al Fateh,1,1,False,76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14,3,2,0,0,30,3,45,62,1,0,1
38,181,20,2026-02-05T17:30:00Z,False,1,Al Ahli,2,0,False,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,58,1,45,61,0,1,-1
38,191,21,2026-02-12T17:30:00Z,True,2,Al Okhdood,2,1,False,90,0,0,0,1,0,0,0,0,0,0,0,0,0,0,28,11,0,0,0,51,3,45,59,0,2,-2
38,204,22,2026-02-21T19:00:00Z,False,9,Al Nassr,4,0,False,90,0,0,0,4,0,0,0,0,0,0,0,0,0,0,31,11,0,0,0,14,3,45,60,1,0,1
38,85,23,2026-02-24T19:00:00Z,True,7,Al Ittihad,1,1,False,34,0,0,0,1,0,0,0,0,0,0,0,0,0,2,11,2,0,0,0,49,1,45,61,1,0,1
38,210,24,2026-02-27T19:00:00Z,True,6,Al Ettifaq,3,1,False,86,0,1,0,1,0,0,0,0,0,0,0,0,0,3,40,15,2,0,1,67,9,45,61,0,0,0
38,220,25,2026-03-06T19:00:00Z,False,8,Al Khaleej,2,1,False,90,0,0,0,2,0,0,0,0,0,0,0,0,0,0,29,6,0,0,0,28,3,45,61,1,1,0
38,228,26,2026-03-12T19:00:00Z,True,15,Al Kholood,2,1,False,77,0,0,0,1,0,0,0,0,0,0,0,0,0,0,24,11,0,0,0,50,3,45,60,1,2,-1
38,237,27,2026-04-03T16:15:00Z,False,7,Al Ittihad,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,61,1,0,1
38,247,28,2026-04-11T16:05:00Z,True,4,Al Fayha,2,0,False,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,62,1,45,61,0,0,0
38,255,29,2026-04-24T16:10:00Z,True,10,Al Riyadh,2,1,False,90,0,1,0,1,0,0,0,1,0,0,2,0,0,0,23,10,0,0,0,85,7,45,60,0,1,-1
38,269,30,2026-04-28T16:45:00Z,False,16,NEOM S.C.,1,1,False,16,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,49,0,45,61,1,0,1
38,274,31,2026-05-02T18:00:00Z,True,5,Al Hilal,0,3,False,78,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25,8,0,0,0,20,3,45,61,1,0,1
38,279,32,2026-05-09T16:15:00Z,False,18,Al Najmah,2,2,False,63,0,0,0,2,0,0,0,0,0,0,0,0,0,1,17,5,1,0,0,45,2,45,63,4,3,1
38,294,33,2026-05-14T18:00:00Z,False,14,Al Qadsiah,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,62,0,1,-1
38,299,34,2026-05-21T18:00:00Z,True,12,Al Taawoun,2,0,False,90,0,0,1,0,0,0,0,0,0,0,0,0,0,5,31,10,0,0,0,31,5,45,62,0,0,0
