player_id,fixture_id,gameweek,kickoff_time,was_home,opponent_team_id,opponent_team_name,team_h_score,team_a_score,modified,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,fmmp,winning_goals,won_tackle,accurate_pass,clearances_blocks_interceptions,shot_target,big_chance_created,big_chance_missed,performance_index,total_points,value,selected,transfers_in,transfers_out,transfers_balance
41,306,1,2025-08-28T16:05:00Z,False,13,Damac,1,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,34,0,0,0
41,11,2,2025-09-12T15:35:00Z,False,11,Al Shabab,1,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,47,2,2,0
41,25,3,2025-09-20T15:40:00Z,True,3,Al Fateh,0,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,52,1,3,-2
41,34,4,2025-09-26T15:35:00Z,True,1,Al Ahli,0,2,False,12,0,0,0,1,0,0,0,0,0,0,0,0,0,0,4,2,0,0,0,52,1,45,50,1,3,-2
41,41,5,2025-10-18T15:15:00Z,False,2,Al Okhdood,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,49,0,1,-1
41,51,6,2025-10-25T18:00:00Z,True,9,Al Nassr,0,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,48,0,2,-2
41,56,7,2025-10-31T17:30:00Z,False,6,Al Ettifaq,2,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,49,2,2,0
41,66,8,2025-11-06T14:55:00Z,True,8,Al Khaleej,1,4,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,0,0,0
41,77,9,2025-11-21T14:50:00Z,False,15,Al Kholood,1,2,False,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,51,1,44,48,0,1,-1
41,91,10,2025-12-25T14:50:00Z,False,4,Al Fayha,0,0,False,88,0,0,1,0,0,0,0,1,0,0,0,0,0,1,16,7,1,0,0,33,3,44,49,0,0,0
41,105,11,2025-12-29T17:30:00Z,False,10,Al Riyadh,1,2,False,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,42,1,44,48,0,1,-1
41,113,12,2026-01-04T15:05:00Z,True,16,NEOM S.C.,1,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,48,0,1,-1
41,119,13,2026-01-08T14:55:00Z,False,5,Al Hilal,3,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,45,0,2,-2
41,129,14,2026-01-12T15:10:00Z,True,18,Al Najmah,3,2,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,0,0,0
41,137,15,2026-01-18T15:15:00Z,True,14,Al Qadsiah,1,5,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,46,0,0,0
41,144,16,2026-01-22T15:15:00Z,False,12,Al Taawoun,2,2,False,11,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,41,1,43,45,0,1,-1
41,155,17,2026-01-26T15:20:00Z,True,13,Damac,2,1,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,48,2,0,2
41,167,18,2026-01-29T17:30:00Z,True,11,Al Shabab,0,4,False,14,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,1,0,0,0,19,1,43,50,2,1,1
41,172,19,2026-02-01T17:30:00Z,False,3,Al Fateh,1,1,False,69,0,0,1,0,0,0,0,0,0,0,0,0,0,1,16,6,0,0,0,59,4,43,52,2,2,0
41,181,20,2026-02-05T17:30:00Z,False,1,Al Ahli,2,0,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43,53,2,1,1
41,191,21,2026-02-12T17:30:00Z,True,2,Al Okhdood,2,1,False,79,1,0,0,1,0,0,0,1,0,0,1,0,0,1,17,3,2,1,0,89,7,43,53,2,3,-1
41,204,22,2026-02-21T19:00:00Z,False,9,Al Nassr,4,0,False,62,0,0,0,2,0,0,0,0,0,0,0,0,0,1,14,7,1,0,0,28,3,43,57,4,1,3
