id,name,deadline_time,average_entry_score,highest_score,finished,data_checked,is_previous,is_current,is_next
1,Round 1,2026-08-13T16:10:00Z,70,157,True,True,False,False,False
2,Round 2,2026-08-20T17:55:00Z,75,169,True,True,True,False,False
3,Round 3,2026-08-24T16:35:00Z,46,133,True,True,False,True,False
4,Round 4,2026-08-28T15:45:00Z,0,,False,False,False,False,True
5,Round 5,2026-09-03T15:50:00Z,0,,False,False,False,False,False
6,Round 6,2026-09-07T15:25:00Z,0,,False,False,False,False,False
7,Round 7,2026-09-09T22:55:00Z,0,,False,False,False,False,False
8,Round 8,2026-10-08T22:55:00Z,0,,False,False,False,False,False
9,Round 9,2026-10-14T22:55:00Z,0,,False,False,False,False,False
10,Round 10,2026-10-17T22:55:00Z,0,,False,False,False,False,False
11,Round 11,2026-10-21T22:55:00Z,0,,False,False,False,False,False
12,Round 12,2026-10-28T23:55:00Z,0,,False,False,False,False,False
13,Round 13,2026-11-04T23:55:00Z,0,,False,False,False,False,False
14,Round 14,2026-11-19T23:55:00Z,0,,False,False,False,False,False
15,Round 15,2026-11-25T23:55:00Z,0,,False,False,False,False,False
16,Round 16,2026-12-02T23:55:00Z,0,,False,False,False,False,False
17,Round 17,2026-12-09T23:55:00Z,0,,False,False,False,False,False
18,Round 18,2026-12-13T23:55:00Z,0,,False,False,False,False,False
19,Round 19,2027-02-10T23:55:00Z,0,,False,False,False,False,False
20,Round 20,2027-02-17T23:55:00Z,0,,False,False,False,False,False
21,Round 21,2027-02-24T23:55:00Z,0,,False,False,False,False,False
22,Round 22,2027-03-10T23:55:00Z,0,,False,False,False,False,False
23,Round 23,2027-03-17T23:55:00Z,0,,False,False,False,False,False
24,Round 24,2027-04-01T22:55:00Z,0,,False,False,False,False,False
25,Round 25,2027-04-07T22:55:00Z,0,,False,False,False,False,False
26,Round 26,2027-04-14T22:55:00Z,0,,False,False,False,False,False
27,Round 27,2027-04-17T22:55:00Z,0,,False,False,False,False,False
28,Round 28,2027-04-21T22:55:00Z,0,,False,False,False,False,False
29,Round 29,2027-04-28T22:55:00Z,0,,False,False,False,False,False
30,Round 30,2027-05-05T22:55:00Z,0,,False,False,False,False,False
31,Round 31,2027-05-11T22:55:00Z,0,,False,False,False,False,False
32,Round 32,2027-05-19T22:55:00Z,0,,False,False,False,False,False
33,Round 33,2027-05-23T22:55:00Z,0,,False,False,False,False,False
34,Round 34,2027-05-27T22:55:00Z,0,,False,False,False,False,False
